year,region_bld,clim,arch,mat,urt,Occupied conventional dwellings,Unoccupied conventional dwellings
2060,C-WEU-ITA,Zone_4A Mixed Humid,sfh,perm,urb,1491059.9999999995,474493.99999999994
2060,C-WEU-ITA,Zone_4C Mixed Marine,mfh,perm,rur,24726.0,21178.0
2060,C-WEU-ITA,Zone_4C Mixed Marine,mfh,perm,urb,1332622.0,631663.0
2060,C-WEU-ITA,Zone_4C Mixed Marine,sfh,perm,rur,10593.999999999998,11087.0
2060,C-WEU-ITA,Zone_4C Mixed Marine,sfh,perm,urb,170424.99999999997,114583.99999999997
2060,C-WEU-ITA,Zone_5A Cool Humid,mfh,perm,urb,1328006.0,417198.0
2060,C-WEU-ITA,Zone_5A Cool Humid,sfh,perm,urb,317475.99999999994,109419.99999999999
2060,C-WEU-ITA,Zone_5C Cool Marine,mfh,perm,urb,183918.0,81959.0
2060,C-WEU-ITA,Zone_5C Cool Marine,sfh,perm,urb,70063.0,36322.99999999999
2060,C-WEU-ITA,Zone_6A Cold Humid,mfh,perm,urb,49798.0,63728.0
2060,C-WEU-ITA,Zone_6A Cold Humid,sfh,perm,urb,9817.999999999998,12219.999999999998
2060,C-WEU-ITA,Zone_7A Very cold Humid,mfh,perm,rur,68192.0,68741.0
2060,C-WEU-ITA,Zone_7A Very cold Humid,mfh,perm,urb,515764.0,307583.0
2060,C-WEU-ITA,Zone_7A Very cold Humid,sfh,perm,rur,24222.999999999993,17215.0
2060,C-WEU-ITA,Zone_7A Very cold Humid,sfh,perm,urb,99042.99999999999,76752.99999999999
2060,C-WEU-LUX,Zone_5A Cool Humid,mfh,perm,urb,129703.0,15101.000000000002
2060,C-WEU-LUX,Zone_5A Cool Humid,sfh,perm,urb,118607.0,235.99999999999883
2060,C-WEU-MLT,Zone_3A Warm Humid,mfh,perm,urb,140612.0,0.0
2060,C-WEU-MLT,Zone_3A Warm Humid,sfh,perm,urb,75077.0,0.0
2060,C-WEU-NLD,Zone_4A Mixed Humid,mfh,perm,rur,6754.999999999999,1099.9999999999998
2060,C-WEU-NLD,Zone_4A Mixed Humid,mfh,perm,urb,2140735.0,147468.0
2060,C-WEU-NLD,Zone_4A Mixed Humid,sfh,perm,rur,41662.0,4647.0
2060,C-WEU-NLD,Zone_4A Mixed Humid,sfh,perm,urb,3450573.0,97505.0
2060,C-WEU-NLD,Zone_5A Cool Humid,mfh,perm,urb,411448.99999999994,29505.0
2060,C-WEU-NLD,Zone_5A Cool Humid,sfh,perm,urb,1458580.0,42356.0
2060,C-WEU-PRT,Zone_3A Warm Humid,mfh,perm,rur,319796.0,142018.99999999997
2060,C-WEU-PRT,Zone_3A Warm Humid,mfh,perm,urb,1077402.0,340950.0
2060,C-WEU-PRT,Zone_3A Warm Humid,sfh,perm,rur,634640.0,478394.0
2060,C-WEU-PRT,Zone_3A Warm Humid,sfh,perm,urb,307356.0,162610.0
2060,C-WEU-PRT,Zone_3C Warm Marine,mfh,perm,rur,50696.0,26392.999999999993
2060,C-WEU-PRT,Zone_3C Warm Marine,mfh,perm,urb,568698.9999999999,133047.0
2060,C-WEU-PRT,Zone_3C Warm Marine,sfh,perm,rur,140798.0,109203.0
2060,C-WEU-PRT,Zone_3C Warm Marine,sfh,perm,urb,583886.0,195635.0
2060,C-WEU-PRT,Zone_4A Mixed Humid,mfh,perm,rur,13113.0,7996.999999999996
2060,C-WEU-PRT,Zone_4A Mixed Humid,sfh,perm,rur,32314.999999999996,33686.0
2060,C-WEU-PRT,Zone_4C Mixed Marine,mfh,perm,rur,26522.999999999996,13088.999999999993
2060,C-WEU-PRT,Zone_4C Mixed Marine,mfh,perm,urb,128955.0,31937.0
2060,C-WEU-PRT,Zone_4C Mixed Marine,sfh,perm,rur,84255.0,89680.0
2060,C-WEU-PRT,Zone_4C Mixed Marine,sfh,perm,urb,174147.0,63456.0
2060,C-WEU-SWE,Zone_5A Cool Humid,mfh,perm,rur,9120.0,1642.9999999999989
2060,C-WEU-SWE,Zone_5A Cool Humid,mfh,perm,urb,400338.0,38819.0
2060,C-WEU-SWE,Zone_5A Cool Humid,sfh,perm,rur,16965.0,13710.0
2060,C-WEU-SWE,Zone_5A Cool Humid,sfh,perm,urb,412748.99999999994,89243.0
2060,C-WEU-SWE,Zone_6A Cold Humid,mfh,perm,rur,44918.0,6998.999999999996
2060,C-WEU-SWE,Zone_6A Cold Humid,mfh,perm,urb,1712913.9999999998,166548.99999999997
2060,C-WEU-SWE,Zone_6A Cold Humid,sfh,perm,rur,67481.0,36358.0
2060,C-WEU-SWE,Zone_6A Cold Humid,sfh,perm,urb,1188572.0,340862.0
2060,C-WEU-SWE,Zone_7A Very cold Humid,mfh,perm,rur,76277.99999999999,14019.999999999996
2060,C-WEU-SWE,Zone_7A Very cold Humid,mfh,perm,urb,168984.0,24466.999999999993
2060,C-WEU-SWE,Zone_7A Very cold Humid,sfh,perm,rur,115944.0,100328.0
2060,C-WEU-SWE,Zone_7A Very cold Humid,sfh,perm,urb,197913.0,106596.0
2060,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,perm,urb,51374.99999999999,9735.0
2060,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,perm,urb,64014.0,33301.0
2065,C-EEU-BGR,Zone_4A Mixed Humid,mfh,perm,rur,89741.0,43183.0
2065,C-EEU-BGR,Zone_4A Mixed Humid,mfh,perm,urb,875108.0,429357.0
2065,C-EEU-BGR,Zone_4A Mixed Humid,sfh,perm,rur,121124.0,111500.0
2065,C-EEU-BGR,Zone_4A Mixed Humid,sfh,perm,urb,561598.0,492038.0
2065,C-EEU-BGR,Zone_5A Cool Humid,mfh,perm,rur,31585.0,21676.0
2065,C-EEU-BGR,Zone_5A Cool Humid,mfh,perm,urb,705241.0,287740.0
2065,C-EEU-BGR,Zone_5A Cool Humid,sfh,perm,rur,9263.999999999998,11764.999999999998
2065,C-EEU-BGR,Zone_5A Cool Humid,sfh,perm,urb,207249.99999999997,260415.0
2065,C-EEU-CZE,Zone_5A Cool Humid,mfh,perm,rur,614741.0,121898.99999999999
2065,C-EEU-CZE,Zone_5A Cool Humid,mfh,perm,urb,2585368.0,403839.0
2065,C-EEU-CZE,Zone_5A Cool Humid,sfh,perm,rur,321557.0,114042.0
2065,C-EEU-CZE,Zone_5A Cool Humid,sfh,perm,urb,958472.9999999999,220114.0
2065,C-EEU-EST,Zone_6A Cold Humid,mfh,perm,rur,63033.0,25956.0
2065,C-EEU-EST,Zone_6A Cold Humid,mfh,perm,urb,339687.0,97631.0
2065,C-EEU-EST,Zone_6A Cold Humid,sfh,perm,rur,51947.0,20360.0
2065,C-EEU-EST,Zone_6A Cold Humid,sfh,perm,urb,102478.99999999999,31743.0
2065,C-EEU-HRV,Zone_3A Warm Humid,mfh,perm,rur,51317.0,62070.0
2065,C-EEU-HRV,Zone_3A Warm Humid,sfh,perm,rur,27854.0,39218.0
2065,C-EEU-HRV,Zone_4A Mixed Humid,mfh,perm,rur,171341.0,87010.99999999999
2065,C-EEU-HRV,Zone_4A Mixed Humid,mfh,perm,urb,507205.0,253535.0
2065,C-EEU-HRV,Zone_4A Mixed Humid,sfh,perm,rur,345730.0,227771.0
2065,C-EEU-HRV,Zone_4A Mixed Humid,sfh,perm,urb,252699.0,157356.0
2065,C-EEU-HRV,Zone_4C Mixed Marine,mfh,perm,rur,36388.0,63302.0
2065,C-EEU-HRV,Zone_4C Mixed Marine,sfh,perm,rur,23455.999999999996,33756.99999999999
2065,C-EEU-HRV,Zone_5A Cool Humid,mfh,perm,rur,7192.0,16829.0
2065,C-EEU-HRV,Zone_5A Cool Humid,sfh,perm,rur,10252.0,17635.0
2065,C-EEU-HUN,Zone_4A Mixed Humid,mfh,perm,rur,87595.99999999999,26183.0
2065,C-EEU-HUN,Zone_4A Mixed Humid,mfh,perm,urb,1257381.0,258389.00000000003
2065,C-EEU-HUN,Zone_4A Mixed Humid,sfh,perm,rur,231822.0,34925.0
2065,C-EEU-HUN,Zone_4A Mixed Humid,sfh,perm,urb,1558170.0,138880.0
2065,C-EEU-HUN,Zone_5A Cool Humid,mfh,perm,rur,86730.99999999997,15281.0
2065,C-EEU-HUN,Zone_5A Cool Humid,mfh,perm,urb,174007.0,24160.0
2065,C-EEU-HUN,Zone_5A Cool Humid,sfh,perm,rur,307444.0,33200.0
2065,C-EEU-HUN,Zone_5A Cool Humid,sfh,perm,urb,298706.0,33438.0
2065,C-EEU-LTU,Zone_5A Cool Humid,mfh,perm,rur,16609.999999999996,3822.0
2065,C-EEU-LTU,Zone_5A Cool Humid,mfh,perm,urb,96910.0,19300.0
2065,C-EEU-LTU,Zone_5A Cool Humid,sfh,perm,rur,22966.000000000004,3465.0
2065,C-EEU-LTU,Zone_5A Cool Humid,sfh,perm,urb,40148.0,4376.0
2065,C-EEU-LTU,Zone_6A Cold Humid,mfh,perm,rur,26422.0,4404.999999999999
2065,C-EEU-LTU,Zone_6A Cold Humid,mfh,perm,urb,633356.0,105798.0
2065,C-EEU-LTU,Zone_6A Cold Humid,sfh,perm,rur,32360.0,4407.0
2065,C-EEU-LTU,Zone_6A Cold Humid,sfh,perm,urb,344628.0,78723.0
2065,C-EEU-LVA,Zone_6A Cold Humid,mfh,perm,rur,188946.0,57054.0
2065,C-EEU-LVA,Zone_6A Cold Humid,mfh,perm,urb,423505.0,101377.0
2065,C-EEU-LVA,Zone_6A Cold Humid,sfh,perm,rur,119795.0,52957.0
2065,C-EEU-LVA,Zone_6A Cold Humid,sfh,perm,urb,78745.99999999997,41559.0
2065,C-EEU-POL,Zone_5A Cool Humid,mfh,perm,rur,1760279.9999999998,411901.0
2065,C-EEU-POL,Zone_5A Cool Humid,mfh,perm,urb,5553868.0,1451959.0
2065,C-EEU-POL,Zone_5A Cool Humid,sfh,perm,rur,2487499.0,439892.0
2065,C-EEU-POL,Zone_5A Cool Humid,sfh,perm,urb,2402133.9999999995,365533.99999999994
2065,C-EEU-POL,Zone_6A Cold Humid,mfh,perm,rur,16195.999999999998,9851.999999999998
2065,C-EEU-POL,Zone_6A Cold Humid,mfh,perm,urb,83857.99999999999,30016.0
2065,C-EEU-POL,Zone_6A Cold Humid,sfh,perm,rur,67998.0,14425.0
2065,C-EEU-POL,Zone_6A Cold Humid,sfh,perm,urb,110720.0,21782.0
2065,C-EEU-ROU,Zone_4A Mixed Humid,mfh,perm,rur,320451.0,134248.0
2065,C-EEU-ROU,Zone_4A Mixed Humid,mfh,perm,urb,1383302.0,420164.0
2065,C-EEU-ROU,Zone_4A Mixed Humid,sfh,perm,rur,707935.0,270930.0
2065,C-EEU-ROU,Zone_4A Mixed Humid,sfh,perm,urb,700272.0,241527.99999999997
2065,C-EEU-ROU,Zone_5A Cool Humid,mfh,perm,rur,540942.9999999999,186960.99999999997
2065,C-EEU-ROU,Zone_5A Cool Humid,mfh,perm,urb,1094741.0,330943.0
2065,C-EEU-ROU,Zone_5A Cool Humid,sfh,perm,rur,1049861.0,386124.0
2065,C-EEU-ROU,Zone_5A Cool Humid,sfh,perm,urb,1022414.0,366943.0
2065,C-EEU-ROU,Zone_6A Cold Humid,mfh,perm,rur,228551.99999999997,74721.0
2065,C-EEU-ROU,Zone_6A Cold Humid,sfh,perm,rur,347588.0,105890.0
2065,C-EEU-SVK,Zone_5A Cool Humid,mfh,perm,rur,271770.0,64219.0
2065,C-EEU-SVK,Zone_5A Cool Humid,mfh,perm,urb,409588.0,105942.0
2065,C-EEU-SVK,Zone_5A Cool Humid,sfh,perm,rur,348021.0,102661.0
2065,C-EEU-SVK,Zone_5A Cool Humid,sfh,perm,urb,270175.0,80977.0
2065,C-EEU-SVK,Zone_6A Cold Humid,mfh,perm,rur,97126.99999999999,19628.0
2065,C-EEU-SVK,Zone_6A Cold Humid,mfh,perm,urb,93207.99999999999,21854.999999999996
2065,C-EEU-SVK,Zone_6A Cold Humid,sfh,perm,rur,113823.0,28043.0
2065,C-EEU-SVK,Zone_6A Cold Humid,sfh,perm,urb,115077.0,34702.0
2065,C-EEU-SVN,Zone_4A Mixed Humid,mfh,perm,rur,96583.0,23079.0
2065,C-EEU-SVN,Zone_4A Mixed Humid,mfh,perm,urb,24152.999999999996,8685.0
2065,C-EEU-SVN,Zone_4A Mixed Humid,sfh,perm,rur,164057.0,39951.0
2065,C-EEU-SVN,Zone_4A Mixed Humid,sfh,perm,urb,17323.999999999996,5758.0
2065,C-EEU-SVN,Zone_5A Cool Humid,mfh,perm,rur,41826.0,8504.0
2065,C-EEU-SVN,Zone_5A Cool Humid,mfh,perm,urb,140933.0,32066.0
2065,C-EEU-SVN,Zone_5A Cool Humid,sfh,perm,rur,64002.0,17390.0
2065,C-EEU-SVN,Zone_5A Cool Humid,sfh,perm,urb,110022.99999999999,18919.0
2065,C-EEU-SVN,Zone_7A Very cold Humid,mfh,perm,rur,16486.0,4453.0
2065,C-EEU-SVN,Zone_7A Very cold Humid,sfh,perm,rur,23359.999999999996,6771.0
2065,C-WEU-AUT,Zone_4A Mixed Humid,mfh,perm,rur,73624.0,19596.0
2065,C-WEU-AUT,Zone_4A Mixed Humid,mfh,perm,urb,948460.0,146191.0
2065,C-WEU-AUT,Zone_4A Mixed Humid,sfh,perm,rur,103909.0,21901.0
2065,C-WEU-AUT,Zone_4A Mixed Humid,sfh,perm,urb,136152.99999999994,37067.999999999985
2065,C-WEU-AUT,Zone_5A Cool Humid,mfh,perm,rur,349996.0,100743.0
2065,C-WEU-AUT,Zone_5A Cool Humid,mfh,perm,urb,324463.0,70330.0
2065,C-WEU-AUT,Zone_5A Cool Humid,sfh,perm,rur,382034.0,76030.0
2065,C-WEU-AUT,Zone_5A Cool Humid,sfh,perm,urb,213789.0,42946.0
2065,C-WEU-AUT,Zone_6A Cold Humid,mfh,perm,rur,153345.0,48857.0
2065,C-WEU-AUT,Zone_6A Cold Humid,mfh,perm,urb,634089.0,166393.0
2065,C-WEU-AUT,Zone_6A Cold Humid,sfh,perm,rur,98671.0,19242.999999999996
2065,C-WEU-AUT,Zone_6A Cold Humid,sfh,perm,urb,246288.99999999997,39816.99999999999
2065,C-WEU-AUT,Zone_7A Very cold Humid,mfh,perm,rur,137721.0,58042.0
2065,C-WEU-AUT,Zone_7A Very cold Humid,mfh,perm,urb,119792.0,26254.0
2065,C-WEU-AUT,Zone_7A Very cold Humid,sfh,perm,rur,70941.0,16833.0
2065,C-WEU-AUT,Zone_7A Very cold Humid,sfh,perm,urb,22610.0,3279.999999999999
2065,C-WEU-BEL,Zone_4A Mixed Humid,mfh,perm,rur,29446.0,5665.999999999999
2065,C-WEU-BEL,Zone_4A Mixed Humid,mfh,perm,urb,1476516.0,465792.0
2065,C-WEU-BEL,Zone_4A Mixed Humid,sfh,perm,rur,140024.0,14267.0
2065,C-WEU-BEL,Zone_4A Mixed Humid,sfh,perm,urb,2668495.0,237825.99999999997
2065,C-WEU-BEL,Zone_5A Cool Humid,mfh,perm,rur,56462.999999999985,13668.999999999998
2065,C-WEU-BEL,Zone_5A Cool Humid,mfh,perm,urb,117907.99999999999,27819.0
2065,C-WEU-BEL,Zone_5A Cool Humid,sfh,perm,rur,179165.0,37351.0
2065,C-WEU-BEL,Zone_5A Cool Humid,sfh,perm,urb,281974.0,28706.999999999996
2065,C-WEU-CYP,Zone_3A Warm Humid,mfh,perm,urb,182993.0,72235.0
2065,C-WEU-CYP,Zone_3A Warm Humid,sfh,perm,urb,170439.0,65875.0
2065,C-WEU-DEU,Zone_4A Mixed Humid,mfh,perm,rur,25536.999999999996,2759.0
2065,C-WEU-DEU,Zone_4A Mixed Humid,mfh,perm,urb,5168629.0,386448.0
2065,C-WEU-DEU,Zone_4A Mixed Humid,sfh,perm,rur,31749.0,1828.9999999999995
2065,C-WEU-DEU,Zone_4A Mixed Humid,sfh,perm,urb,1895743.9999999998,72448.99999999999
2065,C-WEU-DEU,Zone_5A Cool Humid,mfh,perm,rur,2828954.0,455307.0
2065,C-WEU-DEU,Zone_5A Cool Humid,mfh,perm,urb,19111880.0,1815594.0
2065,C-WEU-DEU,Zone_5A Cool Humid,sfh,perm,rur,2324737.0,167258.99999999997
2065,C-WEU-DEU,Zone_5A Cool Humid,sfh,perm,urb,8288497.999999999,385871.99999999994
2065,C-WEU-DEU,Zone_6A Cold Humid,mfh,perm,rur,49461.0,8180.0
2065,C-WEU-DEU,Zone_6A Cold Humid,mfh,perm,urb,36657.0,4881.0
2065,C-WEU-DEU,Zone_6A Cold Humid,sfh,perm,rur,28480.999999999996,2320.999999999999
2065,C-WEU-DEU,Zone_6A Cold Humid,sfh,perm,urb,12461.0,827.9999999999998
2065,C-WEU-DNK,Zone_5A Cool Humid,mfh,perm,rur,158291.0,101724.0
2065,C-WEU-DNK,Zone_5A Cool Humid,mfh,perm,urb,1123824.0,227183.0
2065,C-WEU-DNK,Zone_5A Cool Humid,sfh,perm,rur,331776.0,23528.999999999993
2065,C-WEU-DNK,Zone_5A Cool Humid,sfh,perm,urb,1052357.0,53294.999999999985
2065,C-WEU-ESP,Zone_2B Hot Dry,mfh,perm,urb,36311.0,15043.000000000002
2065,C-WEU-ESP,Zone_2B Hot Dry,sfh,perm,urb,19811.999999999996,6443.0
2065,C-WEU-ESP,Zone_3A Warm Humid,mfh,perm,rur,1086.0,657.0
2065,C-WEU-ESP,Zone_3A Warm Humid,mfh,perm,urb,9196410.0,2921764.0
2065,C-WEU-ESP,Zone_3A Warm Humid,sfh,perm,rur,3146.0,1748.0
2065,C-WEU-ESP,Zone_3A Warm Humid,sfh,perm,urb,2900155.9999999995,1715039.0
2065,C-WEU-ESP,Zone_3B Warm Dry,mfh,perm,rur,4458.0,2447.0
2065,C-WEU-ESP,Zone_3B Warm Dry,mfh,perm,urb,1182715.0,458707.0
2065,C-WEU-ESP,Zone_3B Warm Dry,sfh,perm,rur,4562.0,3343.0
2065,C-WEU-ESP,Zone_3B Warm Dry,sfh,perm,urb,445953.99999999994,277658.0
2065,C-WEU-ESP,Zone_3C Warm Marine,mfh,perm,urb,557836.0,233111.0
2065,C-WEU-ESP,Zone_3C Warm Marine,sfh,perm,urb,272535.0,128948.0
2065,C-WEU-ESP,Zone_4A Mixed Humid,mfh,perm,rur,67551.0,42370.0
2065,C-WEU-ESP,Zone_4A Mixed Humid,mfh,perm,urb,1466755.0,502748.0
2065,C-WEU-ESP,Zone_4A Mixed Humid,sfh,perm,rur,62104.0,108203.0
2065,C-WEU-ESP,Zone_4A Mixed Humid,sfh,perm,urb,402661.99999999994,383159.0
2065,C-WEU-ESP,Zone_4C Mixed Marine,mfh,perm,rur,220599.0,154782.0
2065,C-WEU-ESP,Zone_4C Mixed Marine,mfh,perm,urb,1016720.0,396252.0
2065,C-WEU-ESP,Zone_4C Mixed Marine,sfh,perm,rur,181340.0,281126.0
2065,C-WEU-ESP,Zone_4C Mixed Marine,sfh,perm,urb,426055.99999999994,398466.0
2065,C-WEU-FIN,Zone_6A Cold Humid,mfh,perm,rur,63770.0,15151.0
2065,C-WEU-FIN,Zone_6A Cold Humid,mfh,perm,urb,948806.0,106894.0
2065,C-WEU-FIN,Zone_6A Cold Humid,sfh,perm,rur,60760.0,5786.999999999999
2065,C-WEU-FIN,Zone_6A Cold Humid,sfh,perm,urb,306423.0,23469.999999999996
2065,C-WEU-FIN,Zone_7A Very cold Humid,mfh,perm,rur,239384.0,57315.0
2065,C-WEU-FIN,Zone_7A Very cold Humid,mfh,perm,urb,589844.0,91240.0
2065,C-WEU-FIN,Zone_7A Very cold Humid,sfh,perm,rur,218871.0,26734.0
2065,C-WEU-FIN,Zone_7A Very cold Humid,sfh,perm,urb,338826.0,31026.999999999996
2065,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,perm,urb,0.0,0.0
2065,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,perm,urb,0.0,0.0
2065,C-WEU-FRA,Zone_1A Very hot Humid,mfh,perm,urb,188564.99999999997,59689.99999999999
2065,C-WEU-FRA,Zone_1A Very hot Humid,sfh,perm,urb,251303.0,66963.0
2065,C-WEU-FRA,Zone_2A Hot Humid,mfh,perm,urb,117395.0,18914.999999999996
2065,C-WEU-FRA,Zone_2A Hot Humid,sfh,perm,urb,227789.0,28327.999999999996
2065,C-WEU-FRA,Zone_3A Warm Humid,mfh,perm,rur,207817.0,104707.99999999999
2065,C-WEU-FRA,Zone_3A Warm Humid,mfh,perm,urb,1982804.0,638602.0
2065,C-WEU-FRA,Zone_3A Warm Humid,sfh,perm,rur,732310.0,190983.0
2065,C-WEU-FRA,Zone_3A Warm Humid,sfh,perm,urb,1701508.0,380907.0
2065,C-WEU-FRA,Zone_3C Warm Marine,mfh,perm,urb,444951.0,226021.0
2065,C-WEU-FRA,Zone_3C Warm Marine,sfh,perm,urb,77951.99999999999,37069.0
2065,C-WEU-FRA,Zone_4A Mixed Humid,mfh,perm,rur,1625948.9999999998,580492.0
2065,C-WEU-FRA,Zone_4A Mixed Humid,mfh,perm,urb,8350974.0,1436102.0
2065,C-WEU-FRA,Zone_4A Mixed Humid,sfh,perm,rur,4998853.0,1253180.0
2065,C-WEU-FRA,Zone_4A Mixed Humid,sfh,perm,urb,7010586.0,815395.0
2065,C-WEU-FRA,Zone_4C Mixed Marine,mfh,perm,rur,83786.0,58350.0
2065,C-WEU-FRA,Zone_4C Mixed Marine,sfh,perm,rur,79275.0,45760.0
2065,C-WEU-FRA,Zone_5A Cool Humid,mfh,perm,rur,195559.99999999997,73681.0
2065,C-WEU-FRA,Zone_5A Cool Humid,mfh,perm,urb,699831.0,205365.0
2065,C-WEU-FRA,Zone_5A Cool Humid,sfh,perm,rur,496192.0,161842.0
2065,C-WEU-FRA,Zone_5A Cool Humid,sfh,perm,urb,665023.0,96103.0
2065,C-WEU-FRA,Zone_7A Very cold Humid,mfh,perm,urb,113723.0,121260.0
2065,C-WEU-FRA,Zone_7A Very cold Humid,sfh,perm,urb,90244.0,32175.0
2065,C-WEU-GRC,Zone_3A Warm Humid,mfh,perm,rur,427247.0,354535.0
2065,C-WEU-GRC,Zone_3A Warm Humid,mfh,perm,urb,1750925.0,535886.0
2065,C-WEU-GRC,Zone_3A Warm Humid,sfh,perm,rur,395115.0,424655.0
2065,C-WEU-GRC,Zone_3A Warm Humid,sfh,perm,urb,373519.9999999999,272845.0
2065,C-WEU-GRC,Zone_4A Mixed Humid,mfh,perm,rur,173645.0,88215.0
2065,C-WEU-GRC,Zone_4A Mixed Humid,mfh,perm,urb,654629.0,232439.0
2065,C-WEU-GRC,Zone_4A Mixed Humid,sfh,perm,rur,181620.0,144335.0
2065,C-WEU-GRC,Zone_4A Mixed Humid,sfh,perm,urb,239708.99999999997,161133.0
2065,C-WEU-GRC,Zone_4C Mixed Marine,mfh,perm,urb,25767.0,7278.0
2065,C-WEU-GRC,Zone_4C Mixed Marine,sfh,perm,urb,15620.999999999996,7576.0
2065,C-WEU-GRC,Zone_5A Cool Humid,mfh,perm,rur,8108.999999999999,4230.999999999999
2065,C-WEU-GRC,Zone_5A Cool Humid,mfh,perm,urb,11217.0,5122.0
2065,C-WEU-GRC,Zone_5A Cool Humid,sfh,perm,rur,9089.0,6072.0
2065,C-WEU-GRC,Zone_5A Cool Humid,sfh,perm,urb,7256.999999999999,4363.0
2065,C-WEU-GRC,Zone_5C Cool Marine,mfh,perm,urb,26795.0,16119.000000000002
2065,C-WEU-GRC,Zone_5C Cool Marine,sfh,perm,urb,18568.999999999996,12452.999999999998
2065,C-WEU-IRL,Zone_4A Mixed Humid,mfh,perm,rur,27475.999999999985,7202.999999999996
2065,C-WEU-IRL,Zone_4A Mixed Humid,sfh,perm,rur,241035.0,41993.0
2065,C-WEU-IRL,Zone_5A Cool Humid,mfh,perm,rur,65044.99999999997,23642.999999999996
2065,C-WEU-IRL,Zone_5A Cool Humid,mfh,perm,urb,171203.99999999994,26534.0
2065,C-WEU-IRL,Zone_5A Cool Humid,sfh,perm,rur,724243.9999999999,132098.0
2065,C-WEU-IRL,Zone_5A Cool Humid,sfh,perm,urb,603468.0,44122.0
2065,C-WEU-ITA,Zone_3A Warm Humid,mfh,perm,rur,781235.0,397029.0
2065,C-WEU-ITA,Zone_3A Warm Humid,mfh,perm,urb,8415793.0,3095047.0
2065,C-WEU-ITA,Zone_3A Warm Humid,sfh,perm,rur,330587.99999999994,183329.0
2065,C-WEU-ITA,Zone_3A Warm Humid,sfh,perm,urb,1588800.9999999995,921094.9999999999
2065,C-WEU-ITA,Zone_4A Mixed Humid,mfh,perm,rur,649829.0,340871.0
2065,C-WEU-ITA,Zone_4A Mixed Humid,mfh,perm,urb,7938095.0,2050940.0
2065,C-WEU-ITA,Zone_4A Mixed Humid,sfh,perm,rur,289988.0,149315.0
2065,C-WEU-ITA,Zone_4A Mixed Humid,sfh,perm,urb,1491059.9999999995,474493.99999999994
2065,C-WEU-ITA,Zone_4C Mixed Marine,mfh,perm,rur,24726.0,21178.0
2065,C-WEU-ITA,Zone_4C Mixed Marine,mfh,perm,urb,1332622.0,631663.0
2065,C-WEU-ITA,Zone_4C Mixed Marine,sfh,perm,rur,10593.999999999998,11087.0
2065,C-WEU-ITA,Zone_4C Mixed Marine,sfh,perm,urb,170424.99999999997,114583.99999999997
2065,C-WEU-ITA,Zone_5A Cool Humid,mfh,perm,urb,1328006.0,417198.0
2065,C-WEU-ITA,Zone_5A Cool Humid,sfh,perm,urb,317475.99999999994,109419.99999999999
2065,C-WEU-ITA,Zone_5C Cool Marine,mfh,perm,urb,183918.0,81959.0
2065,C-WEU-ITA,Zone_5C Cool Marine,sfh,perm,urb,70063.0,36322.99999999999
2065,C-WEU-ITA,Zone_6A Cold Humid,mfh,perm,urb,49798.0,63728.0
2065,C-WEU-ITA,Zone_6A Cold Humid,sfh,perm,urb,9817.999999999998,12219.999999999998
2065,C-WEU-ITA,Zone_7A Very cold Humid,mfh,perm,rur,68192.0,68741.0
2065,C-WEU-ITA,Zone_7A Very cold Humid,mfh,perm,urb,515764.0,307583.0
2065,C-WEU-ITA,Zone_7A Very cold Humid,sfh,perm,rur,24222.999999999993,17215.0
2065,C-WEU-ITA,Zone_7A Very cold Humid,sfh,perm,urb,99042.99999999999,76752.99999999999
2065,C-WEU-LUX,Zone_5A Cool Humid,mfh,perm,urb,129703.0,15101.000000000002
2065,C-WEU-LUX,Zone_5A Cool Humid,sfh,perm,urb,118607.0,235.99999999999883
2065,C-WEU-MLT,Zone_3A Warm Humid,mfh,perm,urb,140612.0,0.0
2065,C-WEU-MLT,Zone_3A Warm Humid,sfh,perm,urb,75077.0,0.0
2065,C-WEU-NLD,Zone_4A Mixed Humid,mfh,perm,rur,6754.999999999999,1099.9999999999998
2065,C-WEU-NLD,Zone_4A Mixed Humid,mfh,perm,urb,2140735.0,147468.0
2065,C-WEU-NLD,Zone_4A Mixed Humid,sfh,perm,rur,41662.0,4647.0
2065,C-WEU-NLD,Zone_4A Mixed Humid,sfh,perm,urb,3450573.0,97505.0
2065,C-WEU-NLD,Zone_5A Cool Humid,mfh,perm,urb,411448.99999999994,29505.0
2065,C-WEU-NLD,Zone_5A Cool Humid,sfh,perm,urb,1458580.0,42356.0
2065,C-WEU-PRT,Zone_3A Warm Humid,mfh,perm,rur,319796.0,142018.99999999997
2065,C-WEU-PRT,Zone_3A Warm Humid,mfh,perm,urb,1077402.0,340950.0
2065,C-WEU-PRT,Zone_3A Warm Humid,sfh,perm,rur,634640.0,478394.0
2065,C-WEU-PRT,Zone_3A Warm Humid,sfh,perm,urb,307356.0,162610.0
2065,C-WEU-PRT,Zone_3C Warm Marine,mfh,perm,rur,50696.0,26392.999999999993
2065,C-WEU-PRT,Zone_3C Warm Marine,mfh,perm,urb,568698.9999999999,133047.0
2065,C-WEU-PRT,Zone_3C Warm Marine,sfh,perm,rur,140798.0,109203.0
